Back to Contents,Data 1: Coalbed Methane Production,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,aa,bb,cc,dd,ee,ff,gg,hh,ii,jj,kk,ll,mm,nn,oo,pp,qq,rr,ss,tt,uu,vv
35611.0,1090.0,111.0,,,,312.0,,,,,,,,,,,597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0
35976.0,1194.0,123.0,,,,401.0,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0
36341.0,1252.0,108.0,,,,432.0,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0
36707.0,1379.0,109.0,,,,451.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,74.0,,,133.0,,,58.0,4.0,
37072.0,1562.0,111.0,,,,490.0,,,,,,,,,,,517.0,,,,,,,,,,,,,,,,,,,,,,83.0,,,278.0,,,69.0,14.0,
37437.0,1614.0,117.0,,,,520.0,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,,,,103.0,,,302.0,,,68.0,33.0,
37802.0,1600.0,98.0,,,,488.0,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,,,,,,97.0,,,344.0,,,71.0,51.0,
38168.0,1720.0,121.0,,,,520.0,,,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,,,,,82.0,,,320.0,,,72.0,77.0,0.0
38533.0,1732.0,113.0,0.0,2.0,0.0,515.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,514.0,25.0,489.0,0.0,0.0,0.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,56.0,30.0,336.0,0.0,1732.0,90.0,89.0,
38898.0,1758.0,114.0,0.0,3.0,0.0,477.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,510.0,26.0,484.0,0.0,0.0,0.0,68.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,81.0,18.0,378.0,0.0,1758.0,24.0,108.0,
39263.0,1753.0,114.0,0.0,3.0,0.0,519.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,394.0,23.0,371.0,0.0,0.0,0.0,82.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,25.0,401.0,0.0,1753.0,1.0,0.0,
39629.0,1966.0,107.0,0.0,3.0,0.0,497.0,0.0,47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,443.0,23.0,420.0,0.0,0.0,0.0,69.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,101.0,28.0,573.0,0.0,1966.0,1.0,0.0,
39994.0,1914.0,105.0,0.0,3.0,0.0,498.0,0.0,43.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,432.0,26.0,406.0,0.0,0.0,0.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,111.0,31.0,535.0,0.0,1914.0,,,
40359.0,1886.0,102.0,0.0,3.0,0.0,533.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,402.0,27.0,375.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,97.0,17.0,566.0,0.0,1886.0,,,
40724.0,1763.0,98.0,0.0,4.0,0.0,516.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,374.0,27.0,347.0,0.0,0.0,,39.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,18.0,506.0,0.0,1763.0,,,
41090.0,1655.0,91.0,0.0,2.0,0.0,486.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,355.0,28.0,327.0,0.0,0.0,,68.0,15.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,99.0,9.0,426.0,0.0,1655.0,,,
41455.0,1466.0,62.0,0.0,2.0,0.0,444.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,356.0,26.0,330.0,0.0,0.0,,65.0,13.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,93.0,8.0,331.0,0.0,1466.0,,,
41820.0,1404.0,78.0,0.0,2.0,0.0,412.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,24.0,349.0,0.0,0.0,,61.0,11.0,9.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,108.0,11.0,264.0,0.0,1404.0,,,
42185.0,1269.0,72.0,0.0,1.0,0.0,392.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,23.0,321.0,0.0,0.0,,48.0,10.0,10.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,106.0,11.0,207.0,0.0,1269.0,,,
42551.0,1020.0,45.0,0.0,1.0,0.0,352.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,22.0,231.0,0.0,0.0,,43.0,10.0,11.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,102.0,9.0,143.0,0.0,1020.0,,,
